Checked,Protein_FDR_Confidence,Master,Accession,Description,q-value,Sum_PEP_Score,Coverage_percent,Peptides,PSMs,UniquePeptides,Aas,MW,calc_pI,Score_Sequest_HT,Num_Peptides,RazorPeptides,Abundance_cp1,Abundance_cp2,Abundance_mt1,Abundance_mt2,Abundance_lf1,Abundance_lf2,Found_cp1,Found_cp2,Found_mt1,Found_mt2,Found_lf1,Found_lf2,ProteinGroups,Modifications
FALSE,High,Master Protein,transcript/83287.p1,transcript/83287.p1,0,1320.286,83,68,368,16,573,61,5.9,1310.67,68,63,1295073852,1048424197,11764006270,17223197117,1350695015,1216081349,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/107041.p1,transcript/107041.p1,0,1318.862,86,57,455,25,501,53.3,7.05,1607.59,57,40,120941609.7,142032635.7,23909320138,30974380755,2077997958,2264729977,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/9593.p1,transcript/9593.p1,0,1293.622,61,68,276,4,949,108.6,6.71,1017.69,68,0,,,111082763.4,169934075,,1922153.875,Not Found,Not Found,High,High,Not Found,High,1,
FALSE,High,Master Protein,transcript/106306.p1,transcript/106306.p1,0,1273.133,74,44,850,3,484,51.7,8.62,3232.04,44,0,676749.9375,778689,525957806.9,1875129403,4049968.063,1077123.875,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/113566.p1,transcript/113566.p1,0,1243.087,81,44,674,11,438,47.9,6.43,2780.09,44,0,1416741171,999381341.1,322830914,591414760.9,1691011650,1674553641,High,High,High,High,High,High,1,
FALSE,High,Master Protein,mito_atp1,mito_atp1,0,1222.322,72,59,820,53,511,55.5,6.92,3085.43,59,6,4841316339,3076313483,45452802046,61770042348,4865622985,4786373914,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/78729.p1,transcript/78729.p1,0,1216.654,75,59,253,4,569,65.5,6.43,1022.36,59,0,5762258.563,4069806.625,84053118,985395317.7,18977507.81,14865429.38,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/97987.p1,transcript/97987.p1,0,1213.23,73,65,340,10,615,66,6.95,1197.34,65,7,11196455.1,99363421.93,1193428049,2290866843,45717754.77,57079071.77,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/104689.p1,transcript/104689.p1,0,1200.655,89,54,470,48,492,57,7.37,1653.4,54,7,378522167,357938348.4,17654320907,26150125743,3661624968,4041922570,High,High,High,High,High,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,plastid_rbcL,plastid_rbcL,0,1187.834,72,55,1613,55,475,52.6,6.68,5165.95,55,0,32002714189,25965399898,13110292735,19117803821,47928527247,53018804359,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/72855.p1,transcript/72855.p1,0,1167.853,75,69,288,3,677,72.6,5.69,1075.08,69,28,130559445.6,94510306.19,3272406835,4392554910,513120939.2,470496179.9,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/92899.p1,transcript/92899.p1,0,1164.549,80,69,280,3,636,67.9,5.34,1047.12,69,0,934892.0469,1572706.859,76522191.59,244777218,5991186.5,4786461.25,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/59977.p1,transcript/59977.p1,0,1161.24,78,58,265,58,745,81,6.79,1028.44,58,0,618864580.7,491421096.8,7236281265,11058308244,929495949.8,1091838338,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/73915.p1,transcript/73915.p1,0,1153.781,75,71,273,31,676,72.5,5.69,1043.38,71,41,463416100.1,355759436.7,6162169550,9073069611,973145355.5,926597279.4,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/100227.p1,transcript/100227.p1,0,1122.075,85,47,313,21,481,53.4,6.46,1070.14,47,38,103772354.6,89924942.29,5932322936,9412161502,1302922529,1453687393,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/108403.p1,transcript/108403.p1,0,1121.391,75,42,431,13,408,44.2,8.68,1633.57,42,13,34051858.55,44947770,12690585363,17543666521,538955600.8,903629626.7,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/32456.p1,transcript/32456.p1,0,1114.441,60,49,262,2,772,83.9,8.12,1053.81,49,0,8972254.875,9614711.25,267556631,232844934.5,10357617.5,8502929.5,Peak Found,Peak Found,High,High,High,Peak Found,1,
FALSE,High,Master Protein,transcript/34039.p1,transcript/34039.p1,0,1093.41,66,72,387,9,923,102.5,6.61,1196.86,72,1,102356031.6,80523995.07,60863046.77,58238100.31,165625161.9,231409214.9,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/112308.p1,transcript/112308.p1,0,1089.477,85,53,355,21,501,53.1,7.37,1160.3,53,0,26831572.78,106046461.3,1935964557,2090007247,282306816.7,272474386.3,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/44473.p1,transcript/44473.p1,0,1082.068,71,77,389,15,925,102.6,6.21,1195.27,77,74,1668588742,1348818598,1123027649,2513825153,3142552833,3493922989,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/97852.p1,transcript/97852.p1,0,1062.119,80,64,284,12,599,64.1,5.87,995.66,64,6,14878651.06,14479814.25,748949080.6,1326801389,42958411.97,37520869.72,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/129565.p1,transcript/129565.p1,0,1051.413,82,35,315,35,349,36.6,8.03,1298.64,35,0,651421278.2,557635636.7,24743596268,29724943120,1722905407,1701822858,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/115652.p1,transcript/115652.p1,0,1028.4,66,43,676,16,382,41.4,9.74,2131,43,39,488223423,691718030.7,30230585232,42630735642,2516915735,2328758036,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/88168.p1,transcript/88168.p1,0,936.76,79,32,439,1,355,39.8,9.01,1742.07,32,0,22138404.88,11856859,725356642.5,1265043584,63842350,86684932,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/115638.p1,transcript/115638.p1,0,932.777,69,46,255,46,396,44,7.83,961.01,46,0,42288990.64,45586068.36,4632556569,7976828526,264301769.9,220062139.6,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/56427.p1,transcript/56427.p1,0,928.447,67,57,208,5,846,94,6.23,690.63,57,62,54235727.94,47867890.48,646781312.6,1367611277,3029527061,3007669461,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/120792.p1,transcript/120792.p1,0,918.385,87,37,479,31,371,40.6,8.79,1592.92,37,6,737175112.6,974228088.1,12637703899,19777651592,3624553905,4003802216,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/52509.p1,transcript/52509.p1,0,917.433,68,55,172,47,806,90.9,5.35,604.01,55,9,140610102.4,136738258.1,2043336988,3255797206,446686220.9,491534233.3,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,plastid_atpB,plastid_atpB,0,916.346,84,32,767,31,498,53.5,5.57,2388.28,32,0,18096191691,20531785479,876264110.9,1445382831,9237795731,11193962944,High,High,High,High,High,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,transcript/129707.p1,transcript/129707.p1,0,906.561,88,37,267,2,379,41.7,7.28,1031.83,37,0,433896,1166507.281,699849737.2,897243967.6,23443382.75,12733707.94,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/100031.p1,transcript/100031.p1,0,876.649,81,42,281,36,492,56.9,7.42,1003.6,42,0,78613947.35,58176327.86,5408677407,7921870173,874989392,981910271,High,High,High,High,High,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,transcript/116134.p1,transcript/116134.p1,0,874.657,82,43,297,25,407,44.3,8.62,1000.46,43,23,121858892.8,100158426.4,9823811791,23073922834,1006861457,1363059153,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/130227.p1,transcript/130227.p1,0,859.042,87,37,246,2,383,42.1,7.85,948.24,37,42,192921934.4,162011952.9,8234875752,11280799452,341381398.3,265956403.4,Not Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/78194.p1,transcript/78194.p1,0,854.566,70,48,260,11,647,71,5.19,825.92,48,38,1174379504,1439547053,965767273.6,866133987.9,3789765852,3419775100,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/76138.p1,transcript/76138.p1,0,853.26,85,47,230,1,450,48.6,7.14,826.26,47,0,,945951.75,378610776,416141200,1382681.375,3110541.5,Not Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/117098.p1,transcript/117098.p1,0,852.243,85,47,233,1,452,48.6,6.44,832.15,47,54,482488602.1,912187491.2,10728718449,13011880765,641872944.2,608978730.9,Not Found,Not Found,High,High,High,Peak Found,1,
FALSE,High,Master Protein,transcript/145928.p1,transcript/145928.p1,0,848.858,85,43,223,43,184,21.8,6.05,699.02,43,0,96156840.29,68707880.7,9713476100,14255557571,598135674.9,623838672.6,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/113366.p1,transcript/113366.p1,0,848.497,72,37,464,2,504,55.2,6.44,1971.48,37,19,185412444.4,120860260,309791667.9,323018991,575810840.3,599224546.4,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,transcript/112949.p1,transcript/112949.p1,0,846.376,77,37,467,2,470,51.3,6.44,1975.93,37,0,18710673,34158659.5,4103919.969,4854693.625,82841594,83454578.75,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/103307.p1,transcript/103307.p1,0,841.457,79,49,178,48,495,54.2,7.78,632.31,49,1,9904706.477,26677081.21,4184122032,5500925844,136357949.6,130656182.1,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/40452.p2,transcript/40452.p2,0,839.967,86,30,343,1,401,43.9,8.38,1378.74,30,0,,,,,,,Not Found,Not Found,High,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,transcript/59159.p1,transcript/59159.p1,0,836.4,68,41,431,9,743,79.9,6.47,1381.04,41,38,5024785492,4421553272,741360787.9,1387975560,6380693698,6673366990,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/100138.p1,transcript/100138.p1,0,827.779,65,40,161,40,540,59.1,7.46,670.38,40,0,66877149.27,55374202.2,5446240218,8474599156,219140733.6,268225656.4,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/101765.p1,transcript/101765.p1,0,812.122,73,51,337,8,604,64.2,5.91,1124.21,51,48,2697680589,2079289061,756680159.6,1495940635,5427447062,6394783077,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/109576.p1,transcript/109576.p1,0,808.799,85,29,226,3,327,36.8,5.96,807.34,29,0,13136623.5,9025522.719,464019252.3,341211152.5,154330123.5,134994546,Peak Found,High,High,High,High,Peak Found,1,
FALSE,High,Master Protein,transcript/114222.p1,transcript/114222.p1,0,807.097,92,40,216,4,386,42.1,7.33,758.04,40,44,98148784.72,67903139.73,4131397946,7717182340,1162688310,1321773443,Not Found,Not Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/61228.p1,transcript/61228.p1,0,807.025,68,54,187,2,776,86.2,6.32,609.39,54,0,5989221.859,193961.5938,822186.6875,1972403.25,130488671.8,58860284.75,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,transcript/101494.p1,transcript/101494.p1,0,793.15,73,43,261,33,522,57.7,8.32,838.44,43,0,49284368.62,38300705.14,2467030225,4117929321,149086866.9,156472855.8,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/112745.p1,transcript/112745.p1,0,783.853,92,38,212,12,386,42,7.33,718.3,38,0,6979393.734,4547407.371,1068699370,1864756530,152649838.3,193071292.9,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/101116.p1,transcript/101116.p1,0,781.827,73,40,221,4,518,57.4,6.65,817.11,40,0,6544017.5,1216962.406,427044238.8,480449197.5,190154659.8,148088055.5,Peak Found,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,transcript/128719.p1,transcript/128719.p1,0,780.737,73,28,201,28,341,35.3,9,825.19,28,0,87200696.66,104227714.5,5391582766,6372230617,201629274.1,218587940.9,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/121536.p1,transcript/121536.p1,0,780.727,77,43,140,7,451,50.2,8.09,514.77,43,42,85411271.66,71686120,2132501383,3040826777,611999692,442734304.8,Peak Found,Peak Found,High,High,High,Peak Found,1,
FALSE,High,Master Protein,transcript/34321.p1,transcript/34321.p1,0,774.659,42,47,218,7,1001,109.6,7.49,732.59,47,4,1792090.16,3021060.602,53050580.63,75516170.44,133281653.9,96692504,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/116811.p1,transcript/116811.p1,0,773.16,56,36,541,3,382,41.8,9.77,1700.73,36,7,11453705.11,8917287.219,784583130.9,723270238.2,55424822.63,98544741.44,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/74646.p1,transcript/74646.p1,0,770.414,69,39,232,9,626,69.6,6.33,803.69,39,32,120568885.3,97220617.98,5074978925,6688173732,319053357.2,332169801.6,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/101863.p1,transcript/101863.p1,0,770.372,79,48,339,4,585,61.9,5.25,1123.59,48,43,3148476724,2368003038,811139855.4,4109948898,4405255836,5340684085,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/127815.p1,transcript/127815.p1,0,769.24,54,35,538,2,382,41.9,9.79,1693.79,35,0,5431811.844,3113739.805,134201848,251264664,28092435.81,22522686.56,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/100378.p1,transcript/100378.p1,0,766.964,70,45,151,24,608,67.1,6.81,537.43,45,20,28451113.27,57536595.72,3415357950,4316870691,205002674.6,183387475.2,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/104521.p1,transcript/104521.p1,0,763.515,63,45,215,3,622,68.3,6.54,781.05,45,42,189979049.5,220683148.2,3882503497,7349111597,308541111.8,300824211,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/67448.p1,transcript/67448.p1,0,763.023,68,42,250,42,705,75.4,5.82,901.46,42,0,3031009156,2615995893,770836776.5,346968665.5,2205944924,2484867019,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/101736.p1,transcript/101736.p1,0,757.362,73,40,221,4,520,57.6,6.65,819.2,40,44,71294276.95,130740750.6,8811248830,13041309333,696502298.9,556932296.4,High,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,transcript/102651.p1,transcript/102651.p1,0,755.885,58,45,182,40,536,58.4,7.39,667.4,45,6,44564390.05,57103548.97,6381677735,8424722995,293825271.6,277660131.2,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/53927.p1,transcript/53927.p1,0,755.338,67,48,192,1,765,84.5,6.47,672.04,48,21,10110013.73,8525273.598,123715558.7,352221667.1,1466629601,1292981189,Not Found,Not Found,Not Found,Not Found,High,High,1,
FALSE,High,Master Protein,transcript/111218.p1,transcript/111218.p1,0,754.878,74,40,134,4,451,50.2,8.09,504.94,40,0,106982043.4,102957220.3,218233884.8,197929985.5,4545059.125,5673666,Peak Found,Peak Found,High,High,High,Peak Found,1,
FALSE,High,Master Protein,transcript/105598.p1,transcript/105598.p1,0,742.285,78,37,150,1,455,49.7,6.73,560.22,37,0,,,104075746,69541824,2079474.25,,Not Found,Not Found,High,High,Peak Found,Not Found,1,
FALSE,High,Master Protein,transcript/25998.p1,transcript/25998.p1,0,741.548,55,68,235,8,1088,121.8,5.99,674.95,68,62,531322107.3,440569293.8,634279767.5,1156469819,841200622.5,1013601078,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/104779.p1,transcript/104779.p1,0,737.886,78,37,150,1,455,49.6,6.6,559.96,37,25,24884116.69,17282457.22,1642479324,2818097249,132404361.3,105242087.4,Not Found,Not Found,High,High,Not Found,Not Found,1,
FALSE,High,Master Protein,transcript/101825.p1,transcript/101825.p1,0,737.47,78,46,337,2,585,61.9,5.25,1111.48,46,0,10014105,10678904.69,1264511.125,,86883504.19,87588714.28,High,High,Peak Found,Not Found,High,High,1,
FALSE,High,Master Protein,transcript/56869.p1,transcript/56869.p1,0,735.85,54,45,224,3,803,91.3,5,645.56,45,45,369258420.3,320064622.2,394681271.5,154090438.6,1026994963,979009077.4,High,High,Peak Found,Not Found,High,High,1,
FALSE,High,Master Protein,transcript/68892.p1,transcript/68892.p1,0,731.056,65,53,197,6,773,85.7,6.47,628.58,53,48,79452688.05,84795444.48,1775372618,675270871,5703858208,5307680559,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,transcript/47784.p1,transcript/47784.p1,0,728.997,54,45,225,3,803,91.4,5.03,663.45,45,0,4977754,5475635.75,,,10049388.25,10821223.25,High,High,Not Found,Not Found,High,High,1,
FALSE,High,Master Protein,transcript/101264.p1,transcript/101264.p1,0,722.123,69,35,108,11,497,53.6,6.19,450.85,35,30,20585062.68,25714242.67,2351306098,2350772164,75197281.06,94751016.75,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/25743.p1,transcript/25743.p1,0,721.716,55,54,206,10,1009,110.9,5.72,628.29,54,49,1272087255,1326266232,453991548.1,708159002.9,991653223.6,1057513946,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/25829.p1,transcript/25829.p1,0,717.244,62,35,242,13,693,74.3,6.19,798.86,35,28,2910606630,2609602266,471529011.3,241994914.8,1715903005,1986512936,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/25803.p1,transcript/25803.p1,0,715.28,51,66,234,6,1085,121.5,5.86,666.37,66,0,14372682.33,13217682.5,45907273,,31130768.5,37993615,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/29262.p1,transcript/29262.p1,0,713.775,54,52,199,8,1001,110.2,5.83,610.93,52,0,36356791.13,27413690.5,13851911.66,27680633.25,107063692.4,81771400.63,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,transcript/110215.p1,transcript/110215.p1,0,711.991,68,37,138,24,452,49.4,6.67,519.24,37,15,160273019.4,147839051.5,2178862820,3770704226,148678030.5,155283282.6,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/11663.p1,transcript/11663.p1,0,711.539,61,50,185,3,698,80,5.07,589,50,52,58032874.88,128351571.9,690144831.7,757331007.9,2903504969,2610920964,Peak Found,Not Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,transcript/103084.p1,transcript/103084.p1,0,706.846,67,43,130,4,614,67.8,7.05,446.08,43,19,7672132.625,13522335.14,755632466.8,1111052208,60177972.31,52225314.41,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/102953.p1,transcript/102953.p1,0,706.637,69,34,101,10,498,53.7,6.19,413.39,34,0,4607978.281,4228578.938,431579794.9,630415243.6,19877004.97,13241213.44,High,High,High,High,High,Peak Found,1,
FALSE,High,Master Protein,transcript/121267.p1,transcript/121267.p1,0,703.921,81,40,300,3,472,50.3,5.17,1018.38,40,0,39317111.75,43431778.09,30252450.88,28096927,34305554,94392704.38,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/65231.p1,transcript/65231.p1,0,700.875,69,46,183,0,717,79.2,6.01,614.17,46,0,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,transcript/70995.p1,transcript/70995.p1,0,698.935,61,43,100,9,735,79.7,6.71,397.85,43,32,726999996,633065622.8,1219876398,1565130753,65976856.7,68760549.67,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/81608.p1,transcript/81608.p1,0,687.885,67,42,131,3,614,67.8,6.87,455.7,42,0,2527460.219,1792805.063,271075611.9,195038636.3,143678258.6,155631712.9,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/124942.p1,transcript/124942.p1,0,687.096,73,35,149,30,376,40.5,8.56,526.2,35,8,29977273.13,30682098.94,3914383686,6372276255,242607192.2,242919404.3,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/105044.p1,transcript/105044.p1,0,685.224,67,29,297,1,489,53.6,6.55,996.5,29,39,2867371948,1970086841,750775393.4,1227195052,2711370764,3174977968,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/116520.p1,transcript/116520.p1,0,684.822,67,29,293,1,487,53.3,6.42,987.53,29,0,90644036,32116060,12406906,,83494504,112877676,High,High,High,Not Found,High,High,1,
FALSE,High,Master Protein,transcript/100223.p1,transcript/100223.p1,0,683.119,57,43,174,1,661,72.7,7.06,570.38,43,0,,,134368896,120184264,1790260.5,1375863.375,Not Found,Not Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/108127.p1,transcript/108127.p1,0,681.55,72,40,385,10,516,54.8,7.72,1281.27,40,31,5896892992,5106345438,1090436822,1381798614,5699868855,7332069713,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/100937.p1,transcript/100937.p1,0,677.493,80,38,129,16,516,56.3,7.8,514.5,38,0,16948860.02,18580840.5,1606673172,1798262361,117368752,87823383.7,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/112759.p1,transcript/112759.p1,0,677.41,79,34,218,27,401,43.9,7.81,787.3,34,7,119565511,131072373.2,4978192806,7558572244,1617933977,1783980464,High,High,High,High,High,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,transcript/113004.p1,transcript/113004.p1,0,674.917,87,40,164,6,399,44,8.76,547.41,40,41,76572818.93,63296885.06,5349305350,8737182932,145146622.5,150415877.5,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/135738.p1,transcript/135738.p1,0,669.215,72,33,164,33,229,25.2,9.28,570.2,33,0,166944087.1,160670375.5,5453627544,10198012956,502967659.6,531555114.3,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/101417.p1,transcript/101417.p1,0,667.533,72,39,394,6,512,54.4,8.02,1301,39,3,897357967,638572271,180525098.7,208029776.5,777682642.6,983574213.6,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/68749.p1,transcript/68749.p1,0,663.721,64,44,234,9,699,74.7,5.29,765.4,44,0,489194625.1,329388933.3,313659144.8,347893319.6,717213623.4,758510407.5,High,High,High,High,High,High,1,
FALSE,High,Master Protein,transcript/113572.p1,transcript/113572.p1,0,662.405,68,41,195,6,537,58.4,7.49,703,41,33,23237312.55,21273781.43,7943591216,9980066652,367318707.7,368009853.8,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/79455.p1,transcript/79455.p1,0,660.865,71,32,191,2,476,53,9.04,698.76,32,0,,,257626356.5,275806879.8,2871040.25,3086613,Not Found,Not Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/98283.p1,transcript/98283.p1,0,654.537,70,27,178,3,572,61.4,6.65,755,27,29,69335443.61,41627949.55,6175581147,5470457105,301420248.5,215147409.6,Peak Found,Peak Found,High,High,High,Peak Found,1,
FALSE,High,Master Protein,transcript/107714.p1,transcript/107714.p1,0,654.352,73,27,178,3,553,59.5,6.7,750.99,27,0,144497.8125,,752098172.9,653614724.5,22333666.38,21190364.5,Peak Found,Not Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/43220.p1,transcript/43220.p1,0,652.659,61,57,117,4,992,111.4,6.96,375.06,57,53,77486626.07,72750619.73,427866170.5,1437463857,277538611.4,223867416.7,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,transcript/5528.p1,transcript/5528.p1,0,652.033,47,51,165,19,1490,160.6,4.51,557.65,51,34,137670626,88582484.83,207454037.3,328599422.1,424223794,362187188.5,High,High,High,Peak Found,High,High,1,
FALSE,High,Master Protein,transcript/84577.p1,transcript/84577.p1,0,646.714,59,48,168,3,676,77.8,5.08,527.76,48,0,,,,,6858797.75,8416215,Not Found,Not Found,Not Found,Not Found,High,High,1,
FALSE,High,Master Protein,transcript/45112.p1,transcript/45112.p1,0,641.352,60,60,156,4,992,113.9,6.39,458.76,60,55,47882822.06,41438031.72,387752491.5,456692849.4,1436053144,1398236853,Not Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,transcript/76722.p1,transcript/76722.p1,0,641.089,51,39,93,5,719,78.2,6.13,371.25,39,0,504708.125,,156394521.5,236828626.3,1224400.531,,Peak Found,Not Found,High,High,Peak Found,Not Found,1,
