Checked,Protein_FDR_Confidence,Master,Accession,Description,q-value,Sum_PEP_Score,Coverage_percent,Peptides,PSMs,UniquePeptides,Aas,MW,calc_pI,Score_Sequest_HT,Num_Peptides,RazorPeptides,Abundance_cp1,Abundance_cp2,Abundance_mt1,Abundance_mt2,Abundance_lf1,Abundance_lf2,Found_cp1,Found_cp2,Found_mt1,Found_mt2,Found_lf1,Found_lf2,ProteinGroups,Modifications
FALSE,High,Master Protein,AT2G33210.1,Chr2:14075093-14078568 REVERSE LENGTH=585,0,627.475,71,53,202,34,585,61.9,6.68,632.93,53,0,4166448.184,9669066.578,228894227.4,702569415.6,89034300.81,113149726,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT5G09590.1,Chr5:2975721-2978508 FORWARD LENGTH=682,0,624.695,69,59,193,49,682,72.9,5.78,635.41,59,13,45822002.29,39589793.58,496425021.7,1294174754,759410248.2,657174428.2,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT5G14780.1,Chr5:4777043-4779190 FORWARD LENGTH=384,0,620.317,80,33,327,33,384,42.4,7.5,965.02,33,0,50001963.22,67187999.88,2255589990,6581967169,1498077433,1145947063,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT2G21870.1,Chr2:9320456-9322618 REVERSE LENGTH=240,0,612.876,75,41,204,41,240,27.6,6.67,637.49,41,0,11507187.93,14586914.85,748821196.2,1729602966,644916009.5,385693900.2,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT2G30950.1,Chr2:13174692-13177064 FORWARD LENGTH=695,0,606.045,64,41,240,20,695,74.1,6.35,749.81,41,26,3542705115,2470219441,36386809.45,127929648,1309859345,1610580908,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT5G50920.1,Chr5:20715710-20719800 REVERSE LENGTH=929,0,593.936,63,60,287,24,929,103.4,6.77,826.23,60,44,393364789.2,1893992068,58886235.98,166573442.9,1827772806,1921758171,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT1G23310.1,Chr1:8268720-8271329 REVERSE LENGTH=481,0,583.837,70,39,213,19,481,53.3,6.89,688.1,39,22,55406328.19,55951605.13,211146843,819729692.5,2033485046,1976227770,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT1G56070.1,Chr1:20968245-20971077 REVERSE LENGTH=843,0,569.477,58,50,191,50,843,93.8,6.25,601.57,50,0,166635368.6,140153625.1,206013461.6,453014442.5,1759549036,2128606750,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT3G60750.1,Chr3:22454004-22456824 FORWARD LENGTH=741,0,559.299,70,38,381,27,741,79.9,6.37,1224.2,38,11,925351045.6,4169739995,28341872.76,105350529.3,5787810346,5419482849,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT5G52310.1,Chr5:21240929-21243326 FORWARD LENGTH=710,0,554.541,84,45,117,45,710,77.8,4.54,474.73,45,0,20241151.47,23907942.23,6321739.875,62033784.64,691336927.2,1050973190,High,Peak Found,High,High,High,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,AT5G42650.1,Chr5:17097803-17099359 REVERSE LENGTH=518,0,552.877,73,44,217,43,518,58.2,8.66,702.55,44,1,3300213027,2922710914,35316860.67,96918422.45,1371790959,1256311997,High,High,High,High,High,High,1,
FALSE,High,Master Protein,ATCG00680.1,ChrC:72371-73897 FORWARD LENGTH=508,0,547.192,52,27,728,27,508,56,6.89,2339.88,27,0,18421541381,12523666092,322348270.3,856255719.3,6509908765,9470307575,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT3G61440.1,Chr3:22735885-22737792 FORWARD LENGTH=368,0,547.094,57,38,233,38,368,39.9,8.54,713.4,38,0,20156804.54,13615956.18,1032731936,2660101069,413085893.8,404904707,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT1G50250.1,Chr1:18614398-18616930 REVERSE LENGTH=716,0,542.479,56,37,228,13,716,76.7,5.83,774.37,37,27,1952986102,1753668683,33998225.54,65716575.59,1320470848,1230307913,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,AT1G51980.1,Chr1:19323692-19326771 REVERSE LENGTH=503,0,539.871,72,41,182,28,503,54.4,6.33,636.41,41,13,17816800.44,113281770.1,1203850267,2890535217,692757591.5,744552277.8,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT5G42270.1,Chr5:16902659-16905102 FORWARD LENGTH=704,0,532.494,54,34,230,10,704,75.2,5.49,791.98,34,0,496147480.2,1692401801,4883343.211,19807914.41,240833083.3,4929512999,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT3G08580.1,Chr3:2605706-2607030 REVERSE LENGTH=381,0,529.395,64,39,457,21,381,41.4,9.83,1249.57,39,28,120953399.1,122041670.1,5219756985,11175911965,3101829532,2334713478,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT1G68010.1,Chr1:25493418-25495720 FORWARD LENGTH=386,0,528.097,83,38,187,38,386,42.2,7.15,678.06,38,0,407618246.8,503479184.4,347503373.7,906027249.5,1924430387,1521214394,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT4G00570.1,Chr4:242817-246522 REVERSE LENGTH=607,0,518.911,71,46,165,46,607,66.6,7.06,517.45,46,0,75905630.88,8316375.289,351112748.5,994987700.4,273891027,215659481,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT1G53240.1,Chr1:19854966-19856802 REVERSE LENGTH=341,0,517.449,80,29,161,15,341,35.8,8.35,641.29,29,17,37778603.1,123951469.3,1909239230,4322573198,866793820.2,909442000.5,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT2G20420.1,Chr2:8805574-8807858 FORWARD LENGTH=421,0,515.508,78,49,172,49,421,45.3,6.71,567,49,0,21954010.7,25771511.98,968586959.3,3013441664,594982659.7,464433733.1,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT3G14420.1,Chr3:4821804-4823899 FORWARD LENGTH=367,0,515.18,84,36,259,16,367,40.3,9.13,777.4,36,23,41789447.87,76914710.45,510219006.1,1681589407,3267070756,4296317876,High,High,High,High,High,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,AT1G78900.1,Chr1:29660463-29664575 FORWARD LENGTH=623,0,511.609,72,47,202,47,623,68.8,5.24,622.09,47,0,33825309.15,53705225.13,168105017.6,355398494.6,1328741553,1536826464,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT4G20360.1,Chr4:10990036-10991466 FORWARD LENGTH=476,0,510.519,73,29,271,28,476,51.6,6.19,972.67,29,0,633587666.3,2389414620,79631658.55,207871046.2,2049612377,2495780255,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT5G26780.1,Chr5:9418299-9421725 FORWARD LENGTH=517,0,510.326,69,36,227,22,517,57.3,8.75,679.03,36,0,11184832.75,7427109.016,50841640.91,136981625.9,30267625.94,21460606.16,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT4G24190.1,Chr4:12551902-12555851 REVERSE LENGTH=823,0,505.926,58,55,155,50,823,94.1,5.03,455.07,55,6,42530495.08,64664210.14,195211118.3,533836541.4,745829947.2,1153444146,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT1G20620.1,Chr1:7143142-7146193 FORWARD LENGTH=492,0,501.23,70,39,226,32,492,56.7,7.64,752.28,39,7,464141420.2,502784236.5,1475372456,3614997048,4270514523,2943268823,High,High,High,High,High,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,AT2G44350.1,Chr2:18316673-18320524 FORWARD LENGTH=473,0,500.408,71,35,124,35,473,52.6,6.89,444.91,35,0,1570176.094,1589753.172,370316037.1,987732558.3,165116867.4,181144449.8,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT2G30970.1,Chr2:13179012-13181686 FORWARD LENGTH=430,0,494.909,86,34,137,34,430,47.7,8.19,463.81,34,0,20370158.94,19614079.97,408265361,1352624521,260909368.3,334031162.5,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,ATCG00120.1,ChrC:9938-11461 REVERSE LENGTH=507,0,494.008,64,39,655,37,507,55.3,5.25,1847,39,0,18985968713,14408473377,584663878.4,1437437584,15356171240,12746447833,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT5G67500.1,Chr5:26935223-26937650 FORWARD LENGTH=305,0,487.695,84,31,122,31,305,33.1,8.9,517.3,31,0,5798510.688,6622101.313,688183158.1,1548876219,337354778.4,244314649.7,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT3G13930.1,Chr3:4596240-4600143 FORWARD LENGTH=539,0,483.557,65,39,108,32,539,58.4,7.65,401.12,39,6,9179548.719,22215938.64,437633292.4,1162892014,191451630.9,191958279,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT4G37910.1,Chr4:17825368-17828099 REVERSE LENGTH=682,0,481.787,61,48,144,38,682,73,5.62,449.05,48,0,2240815.57,732365.7031,140897457.7,402877622.6,336558119.9,172878363.1,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT3G52300.1,Chr3:19396689-19398119 FORWARD LENGTH=168,0,477.126,95,41,152,41,168,19.6,5.19,480.14,41,0,16823106.95,20289340.44,1269086445,2894583286,607691502.7,481803051.5,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT5G02500.1,Chr5:554055-556334 REVERSE LENGTH=651,0,475.583,64,36,188,13,651,71.3,5.12,637.61,36,24,46441440.32,59044851.45,58960297.76,128573610.1,1687193076,1644441493,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT1G59900.1,Chr1:22051368-22053660 FORWARD LENGTH=389,0,474.76,65,42,164,31,389,43,7.49,523.18,42,14,11682155.42,17187506.77,550539800.8,1580501522,264081012.1,248984846.4,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT3G12780.1,Chr3:4061127-4063140 REVERSE LENGTH=481,0,458.639,76,34,322,17,481,50.1,6.24,1105.97,34,18,1271796453,6558324581,87332513.14,234518334.5,9311041630,8513103273,High,High,High,High,High,High,1,
FALSE,High,Master Protein,ATMG00510.2 tr,A0A2P2CLH2 A0A2P2CLH2_ARATH NADH dehydrogenase subunit 7 OS=Arabidopsis thaliana OX=3702 GN=nad7 PE=3 SV=1 | contains all of the high frequency RNA edits,0,457.054,78,29,135,29,394,45,7.12,421.05,29,0,8524479.363,3267730.924,502961992.9,1132536171,172094116.2,141225904.1,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT1G06950.1,Chr1:2130303-2135563 REVERSE LENGTH=1016,0,454.113,48,52,158,52,1016,112.1,5.97,486.44,52,0,113434145.1,434363045.3,21782989.73,65439369.08,252829396.3,415769786.6,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT5G63400.1,Chr5:25393274-25394817 REVERSE LENGTH=246,0,453.702,85,37,123,32,246,26.9,7.36,438.58,37,5,39097246.94,32850125.81,576009154.5,1153003409,212506115.8,381424031.3,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT5G44020.1,Chr5:17712433-17714046 FORWARD LENGTH=272,0,450.628,71,30,258,27,272,31,7.91,850.52,30,0,29659016.65,28169100.46,1935496725,4297633074,85982155.45,96030189.23,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT4G24280.1,Chr4:12590094-12593437 FORWARD LENGTH=718,0,448.11,54,37,181,14,718,76.5,5.2,619.79,37,23,446441720.1,1565927038,12737760.84,307888689,2089149605,2165296964,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,AT5G13450.1,Chr5:4310558-4311941 REVERSE LENGTH=238,0,445.895,79,31,159,31,238,26.3,9.23,482.53,31,0,12440442.39,19348617.12,994817858.9,2136106374,449123571.5,505881259.2,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT3G46970.1,Chr3:17301625-17306111 REVERSE LENGTH=841,0,443.653,58,43,122,42,841,95.1,6.11,407.97,43,1,1582194225,843718721.3,35822090.19,53416853.19,1770317438,1138136077,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT1G52400.1,Chr1:19515250-19517930 FORWARD LENGTH=528,0,433.212,56,35,163,31,528,60.4,7.21,579.23,35,5,224030381.5,271351435,406947053.9,792317394.8,1958174860,454280187.5,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT2G20360.1,Chr2:8786070-8789098 FORWARD LENGTH=402,0,430.947,72,35,154,35,402,43.9,9.23,489.12,35,0,5686604.406,28536906.73,541355214.9,1052549233,172374988.3,144568237.9,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT3G15730.1,Chr3:5330835-5333474 FORWARD LENGTH=810,0,430.742,43,29,99,29,810,91.8,5.87,360.34,29,0,7068770.508,6455690.578,16075478.82,60951257.41,901070964.1,1009962054,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT4G02930.1,Chr4:1295751-1298354 REVERSE LENGTH=454,0,429.575,69,38,117,37,454,49.4,6.7,397.92,38,1,14589051.27,107297335.6,436799136.6,958426317.3,226023023.2,149692503.9,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,AT1G79440.1,Chr1:29882525-29887275 REVERSE LENGTH=528,0,429.057,66,43,146,43,528,56.5,6.92,438.69,43,0,6387251.398,34936086.88,296679184.3,763750981.9,211218370.9,207869761,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT1G07920.1,Chr1:2455559-2457001 FORWARD LENGTH=449,0,428.766,59,31,196,31,449,49.5,9.11,742.96,31,0,146303257.6,129990796.3,529783877.9,1251817254,3557415809,3840795708,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT3G14415.1,Chr3:4818667-4820748 FORWARD LENGTH=367,0,422.595,83,35,223,15,367,40.3,8.97,678.54,35,0,8270730.922,43202736.97,57688355.87,267452505.6,939748016.4,1344828804,High,High,High,High,High,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,AT1G29920.1,Chr1:10475089-10475892 REVERSE LENGTH=267,0,422.033,92,21,691,1,267,28.2,5.43,1753.51,21,0,2526701.5,4408157,,,1524864.75,4437656,High,High,Not Found,Not Found,Peak Found,High,1,
FALSE,High,Master Protein,AT5G66570.1,Chr5:26568744-26570124 FORWARD LENGTH=332,0,421.815,71,30,420,11,332,35.1,5.66,1208.2,30,0,4216279010,3595876133,54870942.24,142395116,2819553104,2906721665,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT1G29930.1,Chr1:10478071-10478874 FORWARD LENGTH=267,0,421.195,91,21,690,1,267,28.2,5.66,1750.01,21,26,15918048030,13411028986,449372529.4,1182565018,9837573891,9649338686,Peak Found,Peak Found,Not Found,Not Found,High,High,1,
FALSE,High,Master Protein,AT5G42020.1,Chr5:16807697-16810480 REVERSE LENGTH=668,0,420.939,66,52,155,5,668,73.5,5.21,449.56,52,48,78076316.79,40015915.63,115136391.4,274216702.9,843643530.7,1276356760,Not Found,Not Found,High,High,High,High,1,
FALSE,High,Master Protein,ATCG00280.1,ChrC:33720-35141 FORWARD LENGTH=473,0,420.211,39,23,427,23,473,51.8,7.2,1412.35,23,0,18930049577,12900616750,252449711.5,685395570.1,9544068123,12043604142,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT5G19760.1,Chr5:6679591-6681845 REVERSE LENGTH=298,0,419.813,81,25,142,25,298,31.9,9.23,463.01,25,0,6749164.922,18326843.3,1005822130,2430511296,325519534.8,264648225.8,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT5G49910.1,Chr5:20303470-20306295 FORWARD LENGTH=718,0,419.678,52,34,164,11,718,77,5.3,543.58,34,0,39830737.33,252698283.3,63533542.06,10371979.03,173344899.6,282931446.1,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,AT3G19170.1,Chr3:6625578-6631874 REVERSE LENGTH=1080,0,417.791,54,55,155,38,1080,120.9,5.68,412.54,55,18,114395370.7,437198847.1,16659388.77,65980237.81,763408277.3,690908126.1,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT5G10860.1,Chr5:3429173-3430142 REVERSE LENGTH=206,0,417.154,78,22,154,22,206,22.7,9.01,516.67,22,0,9786631.445,13858309.06,754121596.5,1809519606,295216987.2,344380508.3,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT4G10340.1,Chr4:6408200-6409496 FORWARD LENGTH=280,0,417.028,85,29,281,28,280,30.1,6.37,820.56,29,1,14359118229,12036299696,227014195.2,559303445.7,9448654282,9986758906,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT4G39690.1,Chr4:18417755-18421633 FORWARD LENGTH=650,0,417.006,75,51,110,51,650,70.5,5.2,325.51,51,0,6337016.977,13013859.4,141765598.7,335837682.8,58248234.14,60853550.56,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT2G18960.1,Chr2:8221858-8227268 FORWARD LENGTH=949,0,416.651,49,52,134,18,949,104.2,6.7,416.74,52,33,7311732.746,53767349.95,61715290.13,145397420.6,624154360.8,843510131.3,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT3G46780.1,Chr3:17228766-17231021 FORWARD LENGTH=510,0,415.99,62,37,202,37,510,54.3,8.91,654.13,37,0,2732609562,2589025616,75945398.6,122498612.4,1206862305,1884373682,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT3G48870.1,Chr3:18122363-18126008 REVERSE LENGTH=952,0,415.306,46,40,184,4,952,105.7,6.42,551.25,40,0,1460797.219,7322510.5,37614.58594,344775.5625,,731142.5625,High,High,High,High,Not Found,High,1,
FALSE,High,Master Protein,AT2G13560.1,Chr2:5650089-5655103 FORWARD LENGTH=623,0,414.033,53,39,139,39,623,69.6,5.45,415.12,39,0,108218308.2,83000565.77,298222205.5,608564941.4,118539078.6,147133210.3,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT1G06430.1,Chr1:1960214-1962525 REVERSE LENGTH=685,0,413.38,58,33,181,11,685,73.2,5.95,537.43,33,1,265606455.8,121250422.2,10803315.97,18687350.03,211354055.5,129470972.1,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,AT4G02510.1,Chr4:1104766-1109360 FORWARD LENGTH=1503,0,413.379,45,52,127,52,1503,160.7,4.55,392.58,52,0,54486103.11,141135876.6,21338316.8,54364517.52,211205173.6,181887301.2,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT4G29060.1,Chr4:14317744-14321315 FORWARD LENGTH=953,0,410.91,53,46,145,46,953,103.7,5.01,473.39,46,0,101268726.2,871605779.4,13879978.47,23554652.77,836500502.7,909726715.5,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,AT3G13470.1,Chr3:4389685-4392624 FORWARD LENGTH=596,0,409.483,67,37,158,9,596,63.3,5.73,489.45,37,0,20994411.38,86739890.84,2247652.016,92364663.25,55819511.5,137840461.3,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,AT5G28540.1,Chr5:10540665-10543274 REVERSE LENGTH=669,0,405.159,65,51,157,3,669,73.6,5.17,444.09,51,0,180522.9688,259559.9375,2935226.094,5442320.531,18637516.63,28818168.38,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT5G08530.1,Chr5:2759848-2761726 REVERSE LENGTH=486,0,404.913,60,36,130,36,486,53.4,8.16,422.14,36,0,9783587.441,15688371.61,323421302.9,896603306.9,238624042,179759163,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT3G14210.1,Chr3:4729886-4731562 FORWARD LENGTH=392,0,400.325,58,22,188,21,392,44,7.72,679.7,22,1,326555080.8,375391133.5,629844751.7,1472049506,5390985082,3298845475,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT5G17920.1,Chr5:5935771-5939195 FORWARD LENGTH=765,0,398.97,60,46,161,28,765,84.3,6.51,474.13,46,17,29510392.74,69480790.92,77920157.64,210849359.5,2139858403,2681536015,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT4G29130.1,Chr4:14352338-14354865 REVERSE LENGTH=496,0,398.535,68,33,125,24,496,53.7,6.1,407.1,33,12,47003407.21,44056139.02,376185069.9,899625364.6,184962096.6,136641104.9,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,AT1G09340.1,Chr1:3015473-3018035 FORWARD LENGTH=378,0,396.459,70,34,225,34,378,42.6,8.16,684.19,34,0,414836036.3,1584447537,145032709,388148829,2109194740,2246475046,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT3G50820.1,Chr3:18891008-18892311 REVERSE LENGTH=331,0,395.659,69,30,376,11,331,35,6.16,1092.34,30,20,18629122692,15892789757,231579442.3,795039976.2,11093499721,13855604089,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT5G66760.1,Chr5:26653776-26657224 FORWARD LENGTH=634,0,391.084,56,35,107,35,634,69.6,6.29,343.94,35,0,12317440.09,45062631.34,316965133.1,846455897,512830047.1,443030157.6,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT2G47510.1,Chr2:19498614-19502020 FORWARD LENGTH=492,0,390.664,57,30,112,13,492,53,7.88,396.07,30,19,10568422.2,37352159.92,447553356,1249446251,1852917792,347458105.2,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AT2G34430.1,Chr2:14524818-14525618 FORWARD LENGTH=266,0,388.935,91,18,603,4,266,28.2,5.27,1454.24,18,0,430698136.2,354133888.2,6885311.438,23697967.88,213222812.1,653403687.1,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AT4G35260.1,Chr4:16774494-16776233 REVERSE LENGTH=367,0,387.108,58,30,106,21,367,39.6,8.13,388.19,30,9,6505313.119,830043.1133,298075720.4,752318495.6,127867575.2,282908959.4,High,High,High,High,High,High,1,
